,diposting_oleh,sedang_pembangunan,disetujui_pemerintah,total_ruangan,tipe_a_atau_b,kaki_persegi,siap_pindah,dijual_kembali,alamat,longitude,latitude,harga,harga_per_kaki_persegi,harga_per_ruang
242,Dealer,1,1,2,tipe_b,632.0572844999999,0,0,"Vasai East,Mumbai",72.85441800000001,19.402549,45.9,0.07261999999938297,22.95
243,Owner,0,0,2,tipe_b,1034.965035,1,1,"Chinhat,Lucknow",81.033767,26.882832,37.0,0.035749999998792234,18.5
244,Dealer,0,0,2,tipe_b,965.0439631,1,1,"kavesar,Maharashtra",72.82,18.96,90.0,0.09326000000134087,45.0
245,Builder,1,1,2,tipe_b,600.5495224,0,0,"Sus,Lalitpur",78.41889,24.69028,45.9,0.07643000000494214,22.95
246,Dealer,0,0,2,tipe_b,984.8484848,1,1,"Hiranandani Estate,Mumbai",72.9815265,19.255098,130.0,0.13200000000649845,65.0
248,Dealer,0,1,1,selain tipe_a dan tipe_b,546.0145603999999,1,0,"Thane West,Mumbai",72.96333,19.18,58.5,0.10713999999769971,58.5
249,Dealer,0,0,2,tipe_b,1195.499297,1,1,"Karamsad,Anand",72.9,22.55,17.0,0.014219999997206188,8.5
251,Dealer,0,1,3,tipe_a,1699.716714,1,1,"Crossing Republik,Ghaziabad",77.434197,28.629811,48.0,0.0282399999980232,16.0
252,Dealer,0,0,2,tipe_b,1075.027996,1,1,"sector-121 Noida,Noida",77.40199399999999,28.602325,48.0,0.044649999980093544,24.0
253,Dealer,1,1,1,selain tipe_a dan tipe_b,485.790072,0,0,"Balkum,Mumbai",72.988231,19.222101,64.1,0.1319499999991766,64.1
254,Owner,0,0,2,tipe_b,929.8998569,1,1,"Rajarajeshwari Nagar,Bangalore",77.522774,12.919423,52.0,0.05592000000231422,26.0
257,Dealer,0,1,2,tipe_b,1020.181859,1,1,"Thanisandra,Bangalore",77.622157,13.055985,46.0,0.045089999978131345,23.0
258,Owner,0,0,2,tipe_b,1070.135002,1,1,"Vaishali,Ghaziabad",77.3445,28.6423,65.0,0.06073999997992777,32.5
260,Owner,0,0,3,tipe_a,1767.388826,1,1,"Kompally,Secunderabad",78.480303,17.546483,77.5,0.043849999988627285,25.833333333333332
261,Builder,1,1,1,selain tipe_a dan tipe_b,524.0,0,0,"Tathawade,Pune",73.7447,18.6182,26.2,0.049999999999999996,26.2
262,Dealer,1,1,2,tipe_b,923.7875289,0,1,"Sector-63A Gurgaon,Gurgaon",76.836683,28.359199,120.0,0.12989999999555094,60.0
263,Dealer,0,0,3,tipe_a,1657.275439,1,1,"Banashankari Stage VI,Bangalore",77.5532,12.9223,100.0,0.060340000006480515,33.333333333333336
265,Owner,0,0,2,tipe_b,1100.478469,1,1,"Gorwa,Vadodara",73.1611,22.3301,23.0,0.02089999999809174,11.5
266,Dealer,0,1,3,tipe_a,1701.6949149999998,1,0,"Bhatagaon,Raipur",81.090184,21.152442,50.2,0.029500000004407376,16.733333333333334
267,Owner,0,0,1,selain tipe_a dan tipe_b,451.0309278,1,1,"Shalimar Garden Extension II,Ghaziabad",77.339807,28.689982,14.0,0.031040000002412253,14.0
269,Owner,0,0,2,tipe_b,1000.0,1,1,"Cantonment,Vizianagaram",83.41667,18.116670000000003,30.0,0.03,15.0
270,Dealer,0,0,3,tipe_a,1790.1897600000002,1,1,"Sector-81 Gurgaon,Gurgaon",76.946376,28.388225,100.0,0.055860000003575036,33.333333333333336
271,Owner,0,0,2,tipe_b,1100.352113,1,1,"Patuli GhoshPara,Kolkata",88.438512,22.598675,25.0,0.022719999993311233,12.5
272,Dealer,0,1,2,tipe_b,1232.162459,1,1,"Sector 80 Faridabad,Faridabad",77.347688,28.381971000000004,44.9,0.03643999999516298,22.45
273,Dealer,0,0,1,selain tipe_a dan tipe_b,497.988891,1,1,"Dharapur,Guwahati",91.62778,26.137220000000003,26.0,0.05221000000178719,26.0
274,Owner,0,0,3,tipe_a,1726.017442,1,1,"Kadugodi,Bangalore",77.766797,12.995285,95.0,0.05503999999555045,31.666666666666668
275,Dealer,1,1,3,tipe_a,1320.052802,0,1,"Kharadi,Pune",73.9438,18.5438,110.0,0.08333000000707548,36.666666666666664
276,Owner,0,0,2,tipe_b,990.0990099,1,1,"New Shanti Nagar,Raipur",81.660749,21.250076,25.0,0.02525000000002525,12.5
277,Dealer,0,0,1,selain tipe_a dan tipe_b,675.0441375,1,1,"Sector-35G Kharghar,Lalitpur",78.41889,24.69028,65.0,0.09629000000018517,65.0
278,Owner,0,0,2,tipe_b,674.0361283,1,1,"Punkunnam,Thrissur",76.2085,10.5339,25.0,0.03709000000200731,12.5
279,Dealer,0,0,1,selain tipe_a dan tipe_b,775.1114886,1,1,"Sector-99 Noida,Noida",77.358896,28.543278000000004,36.5,0.04709000000235579,36.5
282,Owner,0,1,2,tipe_b,945.1795841,1,1,"Giduri,Satna",80.78740400000001,24.586021,30.0,0.03174000000070463,15.0
284,Dealer,0,1,2,tipe_b,942.1518749,1,1,"Mysore Road,Bangalore",77.59796,12.96991,50.0,0.0530699999989991,25.0
285,Dealer,0,0,2,tipe_b,1370.0,1,1,"Nirman Nagar,Jaipur",79.297436,19.980678,82.2,0.060000000000000005,41.1
286,Owner,0,0,2,tipe_b,1265.111049,1,1,"Andalpuram,Madurai",78.102316,9.90708,90.0,0.0711399999795591,45.0
287,Dealer,0,0,3,tipe_a,1394.31121,1,1,"Dhokali,Lalitpur",78.41889,24.69028,100.0,0.07172000001348336,33.333333333333336
288,Dealer,1,0,2,tipe_b,800.0,0,1,"Chandapura,Bangalore",77.71181999999999,12.80009,27.0,0.03375,13.5
289,Dealer,1,1,3,tipe_a,1505.144771,0,1,"Zirakpur,Chandigarh",76.822397,30.662283,62.9,0.04179000001322796,20.966666666666665
290,Owner,0,0,3,tipe_a,1067.270375,1,1,"Shiv Mandir,Siliguri",71.392013,25.232239,33.0,0.030920000004684846,11.0
291,Owner,0,0,3,tipe_a,1400.059577,1,1,"Kathreguppe,Bangalore",77.768321,12.913771,94.0,0.06714000000015714,31.333333333333332
292,Dealer,0,0,1,selain tipe_a dan tipe_b,728.9473684,1,1,"Pratap Nagar,Jaipur",75.83865899999999,26.807408,27.7,0.038000000001097475,27.7
293,Dealer,0,1,3,tipe_a,1293.103448,1,0,"Raj Nagar Extension,Ghaziabad",75.775927,26.900926,37.5,0.029000000006186664,12.5
296,Dealer,0,1,2,tipe_b,1431.068385,1,1,"Sector-66A Mohali,Mohali",76.746082,30.661104,65.5,0.045770000012962345,32.75
297,Owner,0,0,3,tipe_a,1350.063532,1,1,"BTM 1st Stage,Bangalore",77.59796,12.96991,85.0,0.06296000001872505,28.333333333333332
298,Owner,0,0,1,selain tipe_a dan tipe_b,750.1630789,1,1,"Pal Gam,Surat",72.841062,21.189685,23.0,0.0306600000012344,23.0
299,Dealer,0,1,3,tipe_a,1170.074459,1,1,"Ghodbunder Road,Lalitpur",78.41889,24.69028,99.0,0.08461000002052006,33.0
300,Owner,0,0,2,tipe_b,1121.076233,1,1,"Dixit Nagar,Lalitpur",78.41889,24.69028,45.0,0.04014000000658296,22.5
301,Dealer,0,0,4,selain tipe_a dan tipe_b,1904.761905,1,1,"Sector-44 Chandigarh,Chandigarh",76.751896,30.714837,100.0,0.0524999999934375,25.0
304,Owner,0,0,2,tipe_b,969.9321048,1,1,"Mylasandra,Bangalore",77.616315,12.852041,40.0,0.041239999997987484,20.0
305,Dealer,0,0,1,selain tipe_a dan tipe_b,636.0078278,1,1,"Sector 35I Kharghar,Mumbai",73.06612,19.038205,52.0,0.0817599999985409,52.0
307,Owner,0,0,1,selain tipe_a dan tipe_b,700.0259269,1,1,"Wagholi,Pune",73.983,18.5823,27.0,0.0385699999992386,27.0
309,Owner,0,0,3,tipe_a,1700.1866059999998,1,1,"ISBT Tutikandi,Shimla",77.15489699999999,31.097061,82.0,0.04822999999565931,27.333333333333332
310,Dealer,0,0,3,tipe_a,1847.187238,1,0,"Sector-86 Gurgaon,Gurgaon",76.945489,28.397468,110.0,0.05954999998760278,36.666666666666664
311,Dealer,0,1,1,selain tipe_a dan tipe_b,509.5541401,1,0,"Panvel,Maharashtra",73.148278,18.966114,40.0,0.07850000000421938,40.0
312,Dealer,0,0,3,tipe_a,1427.424391,1,1,"Prince Anwar Shah Rd.,Kolkata",88.36972,22.56972,160.0,0.1120900000089742,53.333333333333336
313,Owner,0,0,2,tipe_b,715.0518413,1,1,"Jaisinghpura,Jaipur",75.520538,26.532207,20.0,0.027969999998376342,10.0
314,Owner,0,0,3,tipe_a,1393.214227,1,1,"Nehru Nagar,Bangalore",72.88075400000001,19.062322,85.0,0.06101000000770162,28.333333333333332
315,Owner,0,0,2,tipe_b,900.3215434,1,1,"Sector-127 Mohali,Mohali",76.650876,30.768683000000003,22.4,0.024880000000231026,11.2
316,Dealer,0,0,2,tipe_b,1000.0,1,1,"Thane West,Mumbai",72.96333,19.18,120.0,0.12,60.0
317,Owner,0,0,2,tipe_b,800.0,1,1,"City Center,Gwalior",78.194369,26.209302,35.0,0.04375,17.5
318,Dealer,1,0,1,selain tipe_a dan tipe_b,445.0304928000001,0,1,"Kasar vadavali,Maharashtra",72.900306,20.084522,54.0,0.12134000000819717,54.0
319,Owner,0,0,2,tipe_b,1125.175809,1,1,"Bandepalya,Bangalore",77.59796,12.96991,56.0,0.04976999998761971,28.0
320,Dealer,0,0,2,tipe_b,1015.113918,1,1,"Mira Road,Maharashtra",72.864964,19.283359,90.0,0.08866000002967155,45.0
321,Owner,0,1,2,tipe_b,1200.4175369999998,1,1,"Katara Hills,Bhopal",77.498465,23.185756,23.0,0.019159999992569256,11.5
322,Dealer,0,1,1,selain tipe_a dan tipe_b,1060.147122,1,1,"Devanahalli,Bangalore",77.7,13.23,49.0,0.04622000001995949,49.0
323,Owner,0,0,3,tipe_a,1654.8463359999998,1,1,"Kakkanad,Kochi",76.271273,9.930471,70.0,0.04229999999226515,23.333333333333332
324,Dealer,0,0,3,tipe_a,1175.121811,1,1,"Rajarhat,Kolkata",88.33778000000001,22.54111,41.0,0.034890000012092366,13.666666666666666
325,Owner,0,0,1,selain tipe_a dan tipe_b,412.0213282,1,1,"Khodiyar Nagar,Vapi",72.932048,20.379289,8.5,0.02062999999814087,8.5
326,Dealer,0,0,3,tipe_a,1877.435352,1,1,"Sama Savli Road,Vadodara",73.19706,22.340396,53.0,0.028230000006945647,17.666666666666668
327,Dealer,1,0,2,tipe_b,1150.121065,0,1,"TC Palaya,Bangalore",4.42145,50.817397,38.0,0.03304000001078147,19.0
328,Owner,0,0,2,tipe_b,910.0529101,1,1,"Vimal Nagar,Rajkot",70.752639,22.281878,43.0,0.04724999999755509,21.5
329,Builder,1,1,2,tipe_b,1080.0,0,0,"KR Puram,Bangalore",77.712151,13.010349,32.4,0.03,16.2
330,Dealer,0,1,3,tipe_a,1902.843071,1,1,"Binny Pete,Bangalore",77.59796,12.96991,170.0,0.08934000001937101,56.666666666666664
331,Owner,0,0,1,selain tipe_a dan tipe_b,850.4606662,1,1,"Bicholi Mardana,Indore",75.8193,22.1764,12.0,0.014109999999903582,12.0
332,Dealer,1,1,2,tipe_b,1051.223242,0,1,"Thane West,Lalitpur",72.96333,19.18,110.0,0.10463999995920942,55.0
333,Dealer,0,1,2,tipe_b,945.0617925,1,1,"Ghodbunder Road,Lalitpur",78.41889,24.69028,91.0,0.09629000000018517,45.5
334,Owner,1,0,2,tipe_b,570.0958797999999,0,1,"Ashoka Garden,Bhopal",77.427777,23.259859,22.0,0.03858999999740044,11.0
335,Dealer,0,0,2,tipe_b,1050.070432,1,1,"Sector 19 Ulwe,Maharashtra",73.077321,19.049989,82.0,0.07808999996678319,41.0
337,Owner,0,0,2,tipe_b,800.0,1,1,"Garia,Kolkata",88.47000600000001,22.403867,35.0,0.04375,17.5
338,Owner,0,0,2,tipe_b,750.0551511,1,1,"Kengeri,Bangalore",77.489265,12.919987,34.0,0.045330000000849274,17.0
339,Dealer,0,0,2,tipe_b,1129.908619,1,1,"Sector-16 Ulwe,Lalitpur",77.322293,28.409274,91.5,0.08098000002954221,45.75
341,Dealer,0,0,2,tipe_b,896.6801117000001,1,1,"Zirakpur,Chandigarh",76.822397,30.662283,28.9,0.032229999999898507,14.45
342,Owner,0,0,2,tipe_b,900.116144,1,1,"Udaya Nagar,Bangalore",77.34239000000001,16.198332,31.0,0.03444000000071102,15.5
343,Owner,0,0,3,tipe_a,1870.32419,1,1,"Kundli,Sonipat",77.113251,28.874383,75.0,0.04009999998984133,25.0
344,Owner,0,0,2,tipe_b,1288.102262,1,1,"Hennur Road,Bangalore",77.6485,13.0306,78.6,0.0610199999788526,39.3
346,Dealer,0,0,2,tipe_b,1066.408143,1,1,"Bhayli,Vadodara",73.128222,22.288976,22.0,0.020630000009292875,11.0
349,Dealer,0,0,2,tipe_b,1261.625556,1,1,"Kundli,Sonipat",77.113251,28.874383,31.2,0.024730000000095117,15.6
350,Owner,0,0,2,tipe_b,1160.092807,1,1,"Kodigehalli,Bangalore",77.5732,13.0583,45.0,0.03879000001419714,22.5
351,Dealer,1,1,2,tipe_b,828.7063893,0,1,"Kurar Village,Lalitpur",77.59196,12.91668,100.0,0.12067000000382404,50.0
352,Owner,0,1,3,tipe_a,2015.021066,1,1,"KR Puram,Bangalore",77.712151,13.010349,110.0,0.05459000000350368,36.666666666666664
354,Dealer,0,0,2,tipe_b,790.0334245,1,1,"Phase 1 Kammasandra,Bangalore",77.74143000000001,12.863492,26.0,0.0329099999996266,13.0
355,Builder,0,0,3,tipe_a,1358.024691,1,0,"Ekkaduthangal,Chennai",80.27,13.09,110.0,0.08100000002135455,36.666666666666664
356,Owner,0,0,1,selain tipe_a dan tipe_b,850.1594049,1,1,"Harinagar,Surat",72.60499300000001,21.800275,24.0,0.028229999999615365,24.0
357,Dealer,0,0,2,tipe_b,1115.075825,1,1,"Sector 21 Ulwe,Mumbai",73.02510600000001,18.973908,100.0,0.0896800000125552,50.0
359,Dealer,0,0,2,tipe_b,1080.080235,1,1,"Kasba,Kolkata",88.38573000000001,22.519728,70.0,0.06480999997190025,35.0
364,Dealer,1,0,3,tipe_a,1894.179894,0,1,"Naini,Allahabad",81.8615,25.3945,53.7,0.028350000002692458,17.900000000000002
366,Dealer,0,1,2,tipe_b,1269.146608,1,1,"Bicholi Hapsi,Indore",75.93404100000001,22.727017,40.6,0.031990000007942346,20.3
368,Builder,0,1,2,tipe_b,835.2668213,1,0,"Naya Raipur,Raipur",75.2547,29.9055,25.2,0.03017000000165097,12.6
369,Owner,0,0,2,tipe_b,1185.146168,1,1,"Rajarhat,Kolkata",88.33778000000001,22.54111,90.0,0.07594000000175506,45.0
370,Dealer,0,0,3,tipe_a,1289.872756,1,1,"Devanahalli,Bangalore",77.7,13.23,74.0,0.057369999990913835,24.666666666666668
371,Dealer,0,0,3,tipe_a,2100.0,1,1,"MG Road,Kochi",79.828222,11.931023,210.0,0.1,70.0
374,Builder,0,0,2,tipe_b,845.007783,1,1,"Kundrathur,Chennai",80.0966,12.9974,38.0,0.04496999999821304,19.0
375,Dealer,0,0,1,selain tipe_a dan tipe_b,850.0,1,1,"ZAGADE WASTI,Pune",77.0,21.0,27.2,0.032,27.2
376,Dealer,1,1,2,tipe_b,923.0100988,0,1,"Ghodbunder Road,Lalitpur",78.41889,24.69028,85.0,0.09209000000163378,42.5
377,Owner,0,0,3,tipe_a,1490.312966,1,1,"Ramavarappadu,Vijayawada",80.670951,16.531879,60.0,0.04025999999251164,20.0
378,Owner,0,0,3,tipe_a,1480.019734,1,1,"Radha Vihar,Jaipur",85.86210799999999,26.222384,60.0,0.04053999998894609,20.0
379,Owner,0,0,3,tipe_a,1510.159253,1,1,"Begur Road,Bangalore",77.6279,12.8706,110.0,0.07284000000760185,36.666666666666664
380,Dealer,1,1,1,selain tipe_a dan tipe_b,453.0166793000001,0,1,"Kolshet Road,Lalitpur",78.41889,24.69028,66.0,0.145689999984069,66.0
381,Dealer,0,0,2,tipe_b,999.6079969,1,0,"Dabhoi,Vadodara",73.41756,22.12947,25.5,0.02550999999908064,12.75
382,Owner,0,0,2,tipe_b,1000.0,1,1,"Narendra Nagar,Nagpur",79.078497,21.105779,30.0,0.03,15.0
383,Owner,0,0,3,tipe_a,1350.135014,1,1,"Electronics City Phase 1,Bangalore",77.659441,12.840956,60.0,0.04443999998358683,20.0
384,Dealer,0,0,3,tipe_a,1231.578947,1,1,"Kudlu,Bangalore",77.654131,12.88784,46.8,0.03800000001136752,15.6
385,Dealer,1,1,2,tipe_b,829.8850575,0,0,"Mangadu,Chennai",80.105584,13.034709,36.1,0.04349999999849377,18.05
386,Dealer,0,0,2,tipe_b,1069.7827519999998,1,1,"Crossing Republik,Ghaziabad",77.434197,28.629811,32.5,0.030379999994615735,16.25
388,Dealer,0,0,4,selain tipe_a dan tipe_b,2030.205496,1,1,"Sector-91 Mohali,Mohali",76.679016,30.698017,82.0,0.04039000000815681,20.5
389,Dealer,0,0,2,tipe_b,978.7377658,1,1,"Sector 77 Faridabad,Faridabad",77.37273,28.368269,29.0,0.02962999999933179,14.5
390,Dealer,1,1,3,tipe_a,1503.225806,0,1,"Vaishali Nagar,Jaipur",75.750399,26.91868,46.6,0.031000000009313307,15.533333333333333
391,Dealer,1,1,2,tipe_b,804.8649615,0,1,"Bannerghatta Road,Bangalore",77.58308000000001,12.808137,45.0,0.05591000000314959,22.5
392,Owner,0,0,3,tipe_a,1400.0518539999998,1,1,"Gopabandhu Nagar,Berhampur",85.810411,20.277511,54.0,0.03856999999372881,18.0
393,Dealer,0,1,2,tipe_b,1251.091068,1,1,"Sarthana Jakatnaka,Surat",72.917751,21.235342000000003,43.0,0.034369999994277,21.5
394,Dealer,0,0,3,tipe_a,1850.424056,1,1,"Alwar Bypass Road,Bhiwadi",76.8606,28.2102,48.0,0.025939999993169132,16.0
395,Owner,0,0,2,tipe_b,711.0877008,1,1,"Anekal,Bangalore",77.707059,12.732961,27.0,0.03797000000087753,13.5
396,Owner,0,0,1,selain tipe_a dan tipe_b,540.0540053999999,1,1,"Shalimar Garden Extension I,Ghaziabad",77.339807,28.689982,24.0,0.044440000000044444,24.0
397,Dealer,0,0,2,tipe_b,748.0,1,1,"Baguihati,Kolkata",88.427982,22.617564,18.7,0.024999999999999998,9.35
398,Dealer,0,0,2,tipe_b,1166.039111,1,1,"Yemlur,Bangalore",77.59796,12.96991,96.0,0.08232999999259888,48.0
400,Dealer,0,0,3,tipe_a,1700.071582,1,1,"Hazra Road,Kolkata",88.281267,22.221142,190.0,0.11175999999745893,63.333333333333336
401,Dealer,0,0,4,selain tipe_a dan tipe_b,2175.202689,1,1,"Raj Nagar Extension,Ghaziabad",75.775927,26.900926,110.0,0.050570000007939486,27.5
403,Owner,0,0,3,tipe_a,1700.071582,1,1,"Sitapur National Highway,Lucknow",80.68333,27.56667,95.0,0.05587999999872947,31.666666666666668
404,Owner,0,0,2,tipe_b,1080.246914,1,1,"Satgaon,Guwahati",91.827348,26.157856,35.0,0.032399999987410284,17.5
405,Owner,0,0,3,tipe_a,1276.127613,1,1,"Hebbal,Bangalore",77.591347,13.04034,58.0,0.04544999999149771,19.333333333333332
408,Dealer,0,0,3,tipe_a,935.0788138,1,1,"Tollygunge,Kolkata",88.35,22.5,35.0,0.03742999999942893,11.666666666666666
409,Dealer,0,0,1,selain tipe_a dan tipe_b,550.0207555,1,1,"Sector-23 Juinagar,Mumbai",73.01794699999999,19.050992,53.0,0.09636000000003637,53.0
410,Dealer,1,1,2,tipe_b,1094.8905109999998,0,1,"Sector-88 Mohali,Mohali",76.691728,30.684523,51.0,0.04657999999782628,25.5
412,Dealer,0,1,2,tipe_b,1150.01465,1,1,"Keshav Nagar,Pune",75.70950500000001,27.16726,78.5,0.06825999999217401,39.25
413,Owner,0,0,2,tipe_b,936.1348034,1,1,"Ramanathapuram,Coimbatore",76.997254,10.999392,45.0,0.04807000000060034,22.5
414,Dealer,0,1,2,tipe_b,1150.030066,1,1,"Wakad,Pune",73.7625,18.5993,76.5,0.06652000000841717,38.25
416,Owner,1,0,2,tipe_b,1173.020528,0,1,"Telephone Nagar,Chennai",77.48248199999999,10.036626,84.0,0.0716099999914068,42.0
418,Dealer,0,0,2,tipe_b,950.1648245,1,1,"Sector-51 Noida,Noida",77.400502,28.535783,49.0,0.05157000000056306,24.5
419,Owner,0,0,2,tipe_b,1045.12276,1,1,"Suddaguntepalya,C V Raman Nagar,Bangalore",77.663799,12.985206,63.0,0.060280000026025654,31.5
420,Dealer,0,0,3,tipe_a,1969.667126,1,1,"Hinjewadi Phase 1,Pune",73.7413,18.5853,100.0,0.050770000006589946,33.333333333333336
421,Dealer,0,0,2,tipe_b,930.0661778,1,1,"Mhasoba Nagar,Pune",74.473635,20.042481,52.0,0.055909999999142,26.0
422,Dealer,0,0,2,tipe_b,1071.080818,1,1,"Dombivli (East),Lalitpur",73.0833,19.2167,55.0,0.05134999999598537,27.5
423,Dealer,1,1,3,tipe_a,1400.208986,0,1,"Sector-66b Mohali,Mohali",76.755011,30.651192,67.0,0.04785000001421216,22.333333333333332
425,Dealer,0,0,4,selain tipe_a dan tipe_b,1925.925926,1,1,"Sector-49 Chandigarh,Chandigarh",76.750614,30.692243,130.0,0.06749999999740385,32.5
426,Owner,0,0,2,tipe_b,1053.001053,1,1,"G-303, Mahalaxmi 2, Pethapur Crossing, Gandhinagar,Gandhinagar",72.633149,23.19635,30.0,0.028490000000028493,15.0
427,Owner,0,0,2,tipe_b,1051.1562720000002,1,1,"Lake City,Bangalore",77.59796,12.96991,45.0,0.04280999999589023,22.5
428,Dealer,1,1,2,tipe_b,988.5365491,0,1,"Bavdhan,Pune",73.781944,18.510418,66.4,0.06716999999691767,33.2
429,Dealer,0,0,2,tipe_b,1300.034211,1,1,"Selvapuram,Coimbatore",76.96667,11.0,38.0,0.02923000000959206,19.0
431,Owner,0,0,2,tipe_b,948.6166008,1,1,"NH-24 Highway,Ghaziabad",77.41667,28.66667,31.2,0.0328899999996711,15.6
432,Owner,0,0,3,tipe_a,1760.1987989999998,1,1,"Kakkanad,Kochi",76.271273,9.930471,85.0,0.04828999999789229,28.333333333333332
433,Owner,0,0,2,tipe_b,850.1259446,1,1,"Alwar Bhiwadi Road,Bhiwadi",76.87,28.21,27.0,0.031759999999416554,13.5
434,Dealer,0,1,1,selain tipe_a dan tipe_b,654.9646319,1,1,"Sector 19 Ulwe,Mumbai",73.077321,19.049989,50.0,0.07634000000115121,50.0
435,Dealer,0,0,2,tipe_b,1050.019091,1,1,"Dahisar (East),Lalitpur",72.868815,19.256471,110.0,0.10476000002556145,55.0
436,Owner,0,0,3,tipe_a,1267.05653,1,1,"Opposite Civil Hospital,Roorkee",75.57364100000001,31.325966,65.0,0.05130000000868153,21.666666666666668
437,Dealer,0,0,3,tipe_a,1150.086256,1,1,"Shyam Nagar,Jaipur",75.741434,26.809242,40.0,0.03478000001419024,13.333333333333334
438,Dealer,1,1,3,tipe_a,844.8442017000001,0,1,"Sector 86 Faridabad,Faridabad",77.342588,28.406388,26.3,0.031130000001277157,8.766666666666667
439,Dealer,0,1,2,tipe_b,1075.268817,1,1,"Sector 34 Kamothe,Lalitpur",77.360401,28.583704,100.0,0.09300000001767,50.0
442,Dealer,0,1,3,tipe_a,2058.1113800000003,1,1,"Sector-107 Noida,Noida",77.37849399999999,28.546788,170.0,0.08260000000583058,56.666666666666664
444,Dealer,0,0,2,tipe_b,950.1187648,1,1,"Ayyanthole,Thrissur",76.19383,10.526103,36.0,0.03789000000181872,18.0
446,Owner,0,0,2,tipe_b,749.4004796,1,1,"Amroli,Surat",72.85651999999999,21.23994,12.5,0.016680000000362957,6.25
449,Dealer,0,1,2,tipe_b,936.0223873,1,1,"Kolshet Road,Lalitpur",78.41889,24.69028,97.0,0.1036300000043813,48.5
450,Dealer,0,0,2,tipe_b,1100.3757380000002,1,1,"Jagatpura,Jaipur",75.841749,26.832353,20.5,0.018630000000963303,10.25
451,Dealer,0,0,2,tipe_b,704.0070843,1,1,"Karayanchavadi,Chennai",80.11142099999999,13.04724,31.8,0.04517000000308094,15.9
452,Dealer,0,0,3,tipe_a,2000.0,1,1,"Thevara,Kochi",76.298608,9.935413,130.0,0.065,43.333333333333336
453,Dealer,1,1,3,tipe_a,1678.6570739999995,0,1,"Sector - 22 Dharuhera,Dharuhera",77.347365,28.595305,63.0,0.03753000000761324,21.0
454,Dealer,0,1,1,selain tipe_a dan tipe_b,411.1662322,1,0,"New Panvel,Mumbai",73.148278,18.966114,48.9,0.11893000001083259,48.9
455,Owner,0,1,2,tipe_b,950.0285009,1,1,"Sector-75 Noida,Noida",77.382136,28.576117,50.0,0.052629999997508496,25.0
457,Owner,0,0,1,selain tipe_a dan tipe_b,630.2521008,1,1,"Rudreshawar Chowk,Latur",76.58333,18.4,13.5,0.02142000000137088,13.5
458,Dealer,0,0,3,tipe_a,1823.154057,1,1,"Dobarwadi,Pune",73.84778,18.52361,160.0,0.08775999997678748,53.333333333333336
460,Owner,0,0,3,tipe_a,1399.941055,1,1,"band garden road,Pune",73.87771500000001,18.531343,190.0,0.13572000001100046,63.333333333333336
461,Owner,0,0,3,tipe_a,1635.055592,1,1,"Sinthan Nagar,Bangalore",77.59796,12.96991,100.0,0.06115999999589005,33.333333333333336
462,Dealer,0,1,3,tipe_a,1896.878772,1,1,"Sector-79 Gurgaon,Gurgaon",76.979049,28.362327,110.0,0.05799000000617857,36.666666666666664
464,Dealer,0,0,3,tipe_a,1447.054818,1,1,"New Alipore,Kolkata",88.33417,22.53028,85.0,0.058739999993559326,28.333333333333332
465,Owner,0,0,3,tipe_a,1640.112465,1,1,"Gulimangala,Bangalore",77.693554,12.846186,70.0,0.042679999996219777,23.333333333333332
466,Dealer,1,1,2,tipe_b,1110.053917,0,1,"Taloja,Lalitpur",78.41889,24.69028,70.0,0.06305999999457684,35.0
469,Owner,0,1,1,selain tipe_a dan tipe_b,410.0461302,1,1,"Sushant Golf City,Lucknow",81.006714,26.781748,16.0,0.039019999999014746,16.0
470,Dealer,0,0,3,tipe_a,1512.401694,1,1,"Tulaja Bhawani Nagar,Pune",73.787918,20.029201,100.0,0.06611999999518647,33.333333333333336
471,Dealer,0,0,2,tipe_b,912.0620202,1,1,"Sector 8 Airoli,Mumbai",72.821721,19.216097,120.0,0.1315700000025064,60.0
472,Dealer,0,0,2,tipe_b,795.097423,1,1,"Shree Ananth Nagar Layout,Bangalore",79.062102,21.19233,25.3,0.031820000000176075,12.65
473,Builder,1,1,1,selain tipe_a dan tipe_b,443.5607219,0,0,"Pisoli,Maharashtra",73.90536,18.440853,29.0,0.06538000000491026,29.0
474,Dealer,0,0,3,tipe_a,1350.121359,1,1,"Ananth Nagar,Bangalore",77.59796,12.96991,44.5,0.032960000005451365,14.833333333333334
477,Owner,0,0,3,tipe_a,1897.278651,1,1,"Akshayanagara East,Bangalore",77.59796,12.96991,99.0,0.052179999995161486,33.0
478,Dealer,0,0,1,selain tipe_a dan tipe_b,705.0092764,1,1,"Sector 19 Kamothe,Lalitpur",73.077321,19.049989,57.0,0.08085000000434037,57.0
479,Dealer,1,1,3,tipe_a,1510.989011,0,1,"Sarjapur Road,Bangalore",77.786,12.86,110.0,0.07279999999947055,36.666666666666664
481,Owner,1,0,2,tipe_b,1100.208147,0,1,"Omkar Nagar,Nagpur",79.103607,20.100361,37.0,0.03363000001489718,18.5
482,Dealer,0,0,1,selain tipe_a dan tipe_b,650.0691562999999,1,1,"Sector 5 Ulwe,Maharashtra",72.995687,19.148338,47.0,0.07229999999924624,47.0
483,Dealer,1,1,1,selain tipe_a dan tipe_b,502.6315789,0,0,"New perungalathur,Chennai",80.0824,12.9182,19.1,0.038000000003581155,19.1
